study_period,observations,average_inflation,average_nominal_growth,average_real_growth,average_pppr,years_above_inflation,years_below_inflation,years_equal,best_year,worst_year,best_gap,worst_gap,cumulative_real_gain
2000-2024,25,1.85,2.28,0.43,1.026,8,16,0,2011,2006,9.03,-3.28,15.44
